url,neighborhood,source,dest,matrix
"https://drive.google.com/uc?export=view&id=10poS3xIt-gHZaRY8BBLywTtlaYC6-FMZ
",columbia,"POLYGON ((425.5 1870, 422.5 1646.5, 639.5 1647, 642 1870, 425.5 1870))","POLYGON ((6278946 1841436.99999983, 6278953.17300012 1842563.14399985, 6279780 1842558.99999987, 6279769 1841430.99999986, 6278946 1841436.99999983))","[[3.805821390205862, -0.02923502996828658, 0.0], [-0.0061935570912921584, 5.048823985111606, 0.0], [6277346.809683369, 1833135.3741241102, 1.0]]"
"https://drive.google.com/uc?export=view&id=10tL6u70igQTh58xfV1A0ZuQ8KzsW-Yso
",gaslamp,"POLYGON ((482 1944, 481.5 1575.5, 665 1575.5, 668.5 1946, 482 1944))","POLYGON ((6281435 1838724.99999984, 6281433.0009999 1841407.99999986, 6281993.00000013 1841406.99999985, 6281990 1838723.99999983, 6281435 1838724.99999984))","[[3.013504144886175, -0.04497013481035047, 0.0], [-0.014971293605677552, 7.261354880231375, 0.0], [6280008.598714384, 1827310.024171836, 0.9999999999999999]]"
"https://drive.google.com/uc?export=view&id=10vWkdxy3baNkkM08f48P5_BkeOlFIg0D
",marina,"POLYGON ((160.5 1839, 160 1768.5, 603 1543, 605 1836, 160.5 1839))","POLYGON ((6278929 1839874.99999984, 6278933 1840277.99999986, 6281151 1840266.99999984, 6281156.999 1838723.99999984, 6278929 1839874.99999984))","[[4.996593192506327, 0.05281911636603999, 0.0], [-0.05042781264895109, 5.2904844604292505, 0.0], [6278221.255054579, 1830525.3240743063, 0.9999999999999996]]"
"https://drive.google.com/uc?export=view&id=116a87DIYudQwdOL5tzlRvlPxslfSHBsC
",east_village_south,"POLYGON ((167.5 1836.5, 162 1568.5, 615 1553.5, 618 1829, 167.5 1836.5))","POLYGON ((6282272.21743156 1837990.84746804, 6282272 1839874.99999986, 6284995.00099991 1839861.99999983, 6284987 1837946.99999986, 6282272.21743156 1837990.84746804))","[[6.016528056638274, 0.11116946862366965, 0.0], [-0.07917316249149742, 6.987886731617053, 0.0], [6281415.695295843, 1827017.7159955031, 1.0000000000000002]]"
"https://drive.google.com/uc?export=view&id=11Bdlbt2rw7PGpjWvfqiN2d_uYq29RL8G
",columbia,"POLYGON ((427.5 1869, 427.5 1646.5, 643.5 1647, 645 1871, 427.5 1869))","POLYGON ((6278946 1841436.99999983, 6278953.17300012 1842563.14399985, 6279780 1842558.99999987, 6279769 1841430.99999986, 6278946 1841436.99999983))","[[3.805653086152612, -0.05256047677767534, 0.0], [0.027901671341472107, 5.048609202047453, 0.0], [6277273.627301144, 1833148.3536396963, 1.0]]"
"https://drive.google.com/uc?export=view&id=11YYBXszE_I7x663zeX70_t8vxvgYTsLn
",marina,"POLYGON ((171.5 1816, 171 1748.5, 583.5 1540, 583.5 1816, 171.5 1816))","POLYGON ((6278929 1839874.99999984, 6278933 1840277.99999986, 6281151 1840266.99999984, 6281156.999 1838723.99999984, 6278929 1839874.99999984))","[[5.387452583079078, 0.009874153269701905, 0.0], [-0.019412560386547973, 5.612047531301051, 0.0], [6278042.995987497, 1830072.7300061625, 0.9999999999999998]]"
"https://drive.google.com/uc?export=view&id=11oPElPkZMxpE_a1nzmbKjifFcQJn903g
",city_center,"POLYGON ((196.5 1817.5, 195 1690.5, 703 1693.5, 704.5 1820, 196.5 1817.5))","POLYGON ((6280315 1841426.99999984, 6280318 1842176.99899985, 6283399.60100012 1842164.96199983, 6283395.99999989 1841402.99999985, 6280315 1841426.99999984))","[[6.065799829258228, -0.06776040488799971, 0.0], [-0.04574966319445931, 5.96502880072443, 0.0], [6279209.364591826, 1831352.6030608702, 1.0000000000000004]]"
"https://drive.google.com/uc?export=view&id=11pKEmV4VB1R6phes4dRALaXnnzWL9TqI
",east_village_south,"POLYGON ((155.5 1840.5, 153 1566.5, 620 1556.5, 622 1841, 155.5 1840.5))","POLYGON ((6282272.21743156 1837990.84746804, 6282272 1839874.99999986, 6284995.00099991 1839861.99999983, 6284987 1837946.99999986, 6282272.21743156 1837990.84746804))","[[5.824816916458745, 0.008342082855424355, 0.0], [-0.032609720543610374, 6.800989982629675, 0.0], [6281429.183161487, 1827346.1441828301, 1.0000000000000009]]"
"https://drive.google.com/uc?export=view&id=11urDxx-zJnq7TilbYY5rz4PYjkv3vkvz
",marina,"POLYGON ((177.5 1802, 178.5 1736, 584.5 1534, 583 1802, 177.5 1802))","POLYGON ((6278929 1839874.99999984, 6278933 1840277.99999986, 6281151 1840266.99999984, 6281156.999 1838723.99999984, 6278929 1839874.99999984))","[[5.482714877331187, 0.00615988907353228, 0.0], [0.016025915598523, 5.77738871197262, 0.0], [6277926.730185142, 1829855.2113505695, 0.9999999999999998]]"
"https://drive.google.com/uc?export=view&id=12RVwJWcbA5Sw9AvVGH_5aRHLAyDCIvVl
",barrio_logan,"POLYGON ((215 1747.5, 511.5 1505, 612 1636, 241 1935, 215 1747.5))","POLYGON ((6284815.309510723 1836171.631447062, 6284995.965973556 1837498.1724291444, 6287564.770219132 1835343.8962258995, 6286846.508204222 1834458.5886133164, 6284815.309510723 1836171.631447062))","[[6.947075876129698, -0.12626956637588782, 0.0], [0.06384469922937912, 6.9936537734443345, 0.0], [6283203.500814025, 1823987.633743104, 0.9999999999999999]]"
"https://drive.google.com/uc?export=view&id=12SDFZYyZdtZIno3Qmp3226xwEt4aObbz
",sherman_height,"POLYGON ((122 1913, 117 1570.5, 347.5 1572, 350 1910.5, 122 1913))","POLYGON ((6285842.880290225 1838320.4808238894, 6285858.862213641 1840242.7000765651, 6287154.647679806 1840266.7971412241, 6287147.123088554 1838309.2908856422, 6285842.880290225 1838320.4808238894))","[[5.67060032283299, 0.039894653962157224, 0.0], [-0.027982330714883045, 5.696158823372051, 0.0], [6285221.980246414, 1829355.616305069, 0.9999999999999999]]"
"https://drive.google.com/uc?export=view&id=12XquwoO26jiu6jzbqgLPDKjGY4Z7yi-i
",core,"POLYGON ((202 1818, 202.5 1694.5, 677.5 1698, 679.5 1819, 202 1818))","POLYGON ((6280315 1841426.99999984, 6280318 1842176.99899985, 6283399.60100012 1842164.96199983, 6283395.99999989 1841402.99999985, 6280315 1841426.99999984))","[[6.469935925405257, -0.06696932168732708, 0.0], [-0.012039246484739727, 6.183141203847251, 0.0], [6279029.109687642, 1830956.38409177, 0.9999999999999993]]"
"https://drive.google.com/uc?export=view&id=12dDviqfg_Hmtj1VgNpsV3KzAgMF2o-yX
",gaslamp,"POLYGON ((448 1984, 448.5 1616.5, 628 1615.5, 629.5 1985, 448 1984))","POLYGON ((6281435 1838724.99999984, 6281433.0009999 1841407.99999986, 6281993.00000013 1841406.99999985, 6281990 1838723.99999983, 6281435 1838724.99999984))","[[3.0886219208820287, -0.0057631593889347806, 0.0], [-0.0028369121843342987, 7.280822630080655, 0.0], [6280054.634496779, 1826961.8025213752, 1.0000000000000002]]"
"https://drive.google.com/uc?export=view&id=12kKk06fOSIXauqYt0dX13i26pl_zTJrU
",east_village,"POLYGON ((130.5 1734.5, 132 1519.5, 622.5 1520.5, 622.5 1733, 130.5 1734.5))","POLYGON ((6282272 1839874.99999986, 6282274 1841025.99999984, 6284997.99899991 1841020.99999985, 6284995.00099991 1839861.99999983, 6282272 1839874.99999986))","[[5.544025071335933, -0.015537649080748832, 0.0], [0.03124295562839623, 5.403159808804098, 0.0], [6281494.51716776, 1831661.5901373944, 0.9999999999999999]]"
"https://drive.google.com/uc?export=view&id=12nMXXC8eJE4bDtSBAQoMacKRTjdcsVEc
",columbia,"POLYGON ((2377 1273.5, 2387 42, 3583.5 42, 3581 1278.5, 2377 1273.5))","POLYGON ((6278946 1841436.99999983, 6278953.17300012 1842563.14399985, 6279780 1842558.99999987, 6279769 1841430.99999986, 6278946 1841436.99999983))","[[0.687260342714459, -0.006131609742634471, 0.0], [0.010843178204692857, 0.9133152242674621, 0.0], [6277305.401346078, 1841413.946493764, 1.0000000000000002]]"
"https://drive.google.com/uc?export=view&id=12vqA90mBKjCHum3HYobsLOpEL3C2FXKA
",gaslamp,"POLYGON ((482 1942, 482.5 1573.5, 664 1573.5, 666.5 1943, 482 1942))","POLYGON ((6281435 1838724.99999984, 6281433.0009999 1841407.99999986, 6281993.00000013 1841406.99999985, 6281990 1838723.99999983, 6281435 1838724.99999984))","[[3.0463717468592826, -0.025491742331839533, 0.0], [-0.00690690860074338, 7.271058691717974, 0.0], [6279977.036805577, 1827298.1047069705, 1.0000000000000004]]"
"https://drive.google.com/uc?export=view&id=12xeUBGjhvEbaoIPcFqleh0AEwMg22Dkn
",gaslamp,"POLYGON ((486 1951, 483.5 1583.5, 667 1582.5, 669.5 1951, 486 1951))","POLYGON ((6281435 1838724.99999984, 6281433.0009999 1841407.99999986, 6281993.00000013 1841406.99999985, 6281990 1838723.99999983, 6281435 1838724.99999984))","[[3.038091656800376, 0.014416306761206709, 0.0], [-0.01926989192498136, 7.290649473920885, 0.0], [6279995.340308903, 1827175.111378581, 0.9999999999999999]]"
"https://drive.google.com/uc?export=view&id=12xgzo05bPEMmcr-0MFAiFE86s6rOtoJP
",columbia,"POLYGON ((430 1887.5, 427.5 1651.5, 659.5 1649.5, 661 1886.5, 430 1887.5))","POLYGON ((6278946 1841436.99999983, 6278953.17300012 1842563.14399985, 6279780 1842558.99999987, 6279769 1841430.99999986, 6278946 1841436.99999983))","[[3.5633604323028973, 0.008982607522607579, 0.0], [0.008319372631871564, 4.765543292601415, 0.0], [6277407.0786043005, 1833563.5902712676, 1.0]]"
"https://drive.google.com/uc?export=view&id=134U0zDvtSC3u-Ykoi4877xBFEGgbERxB
",marina,"POLYGON ((151 1824.5, 150.5 1753, 598.5 1529.5, 596 1826.5, 151 1824.5))","POLYGON ((6278929 1839874.99999984, 6278933 1840277.99999986, 6281151 1840266.99999984, 6281156.999 1838723.99999984, 6278929 1839874.99999984))","[[4.984109240382905, -0.006506021008119483, 0.0], [0.021718567845488108, 5.21948715944084, 0.0], [6278140.796471554, 1830741.1046967055, 1.0000000000000004]]"
"https://drive.google.com/uc?export=view&id=136oiqanNwgEDEKxI5LyX8jPx36dH0RPh
",cortez,"POLYGON ((261 1783.5, 261 1652.5, 633 1653.5, 629 1787.5, 261 1783.5))","POLYGON ((6280594 1842941.99999986, 6280598.99400006 1843695.21999986, 6282840 1843687.99999984, 6282836.99999987 1842925.99999983, 6280594 1842941.99999986))","[[6.0584815326790995, -0.06994013163507347, 0.0], [0.1225575169232888, 5.716382850144503, 0.0], [6278804.708725434, 1833516.1070834454, 1.0000000000000004]]"
"https://drive.google.com/uc?export=view&id=13Je-_TyQWnLgyL00FxAb9lidW7MXBHm2
",columbia,"POLYGON ((424 1881.5, 422.5 1658.5, 639 1659.5, 639 1881.5, 424 1881.5))","POLYGON ((6278946 1841436.99999983, 6278953.17300012 1842563.14399985, 6279780 1842558.99999987, 6279769 1841430.99999986, 6278946 1841436.99999983))","[[3.823327544439434, -0.035303360495494776, 0.0], [0.02790232182158872, 5.065576569658074, 0.0], [6277281.984322787, 1833048.9495747592, 1.0000000000000002]]"
"https://drive.google.com/uc?export=view&id=13VnDPxFccuyacazTWbUVlSEGj4hBi1JQ
",east_village_south,"POLYGON ((134.5 1853.5, 135 1554.5, 633 1551.5, 631 1857, 134.5 1853.5))","POLYGON ((6282272.21743156 1837990.84746804, 6282272 1839874.99999986, 6284995.00099991 1839861.99999983, 6284987 1837946.99999986, 6282272.21743156 1837990.84746804))","[[5.467814682530534, -0.06030638348439973, 0.0], [0.03577698120130914, 6.284356070803559, 0.0], [6281474.362705862, 1828232.5035375075, 0.9999999999999999]]"
"https://drive.google.com/uc?export=view&id=13bQQYzWk_wsSpXrD3zNuVd_fWOKnH4Qf
",east_village,"POLYGON ((764 472, 796 -745.5, 3509.5 -732, 3493.5 466.5, 764 472))","POLYGON ((6282272 1839874.99999986, 6282274 1841025.99999984, 6284997.99899991 1841020.99999985, 6284995.00099991 1839861.99999983, 6282272 1839874.99999986))","[[1.0006948623875014, -0.004698193477448452, 0.0], [0.02199765591838181, 0.9559469839183521, 0.0], [6281495.4766565915, 1840584.8715133683, 1.0000000000000002]]"
"https://drive.google.com/uc?export=view&id=144F0aPYTQ0JLQA1Wdd7Ecun4HN9DVCLv
",barrio_logan,"POLYGON ((220 1744.5, 509.5 1509, 608 1637, 250 1928, 220 1744.5))","POLYGON ((6284815.309510723 1836171.631447062, 6284995.965973556 1837498.1724291444, 6287564.770219132 1835343.8962258995, 6286846.508204222 1834458.5886133164, 6284815.309510723 1836171.631447062))","[[7.0831380386114375, -0.15307782086229013, 0.0], [-0.036085452577398425, 7.163734231950878, 0.0], [6283306.030232431, 1823717.3444738702, 0.9999999999999994]]"
"https://drive.google.com/uc?export=view&id=145uEVJZMg7wIt1-fw9v_j5CEGa7Y6hSo
",marina,"POLYGON ((171 1815, 170 1749, 584 1539.5, 584 1814.5, 171 1815))","POLYGON ((6278929 1839874.99999984, 6278933 1840277.99999986, 6281151 1840266.99999984, 6281156.999 1838723.99999984, 6278929 1839874.99999984))","[[5.370532217552362, 0.02665619982309508, 0.0], [-0.021757211189613337, 5.637952502729976, 0.0], [6278054.095567678, 1830025.1050949895, 0.9999999999999998]]"
"https://drive.google.com/uc?export=view&id=146b1VZKq8Izf2hmzqUhi6sOpA5iVnuFA
",barrio_logan,"POLYGON ((214 1747, 510.5 1505, 611 1633, 243 1935, 214 1747))","POLYGON ((6284815.309510723 1836171.631447062, 6284995.965973556 1837498.1724291444, 6287564.770219132 1835343.8962258995, 6286846.508204222 1834458.5886133164, 6284815.309510723 1836171.631447062))","[[6.932123718889417, -0.06882433145079411, 0.0], [0.003360832972349396, 7.027886680722262, 0.0], [6283314.318934124, 1823912.6851900225, 0.9999999999999998]]"
"https://drive.google.com/uc?export=view&id=14TC9eKafp9urJCWqbYstOT12IHHR9S4y
",columbia,"POLYGON ((422 1875.5, 422.5 1651.5, 639.5 1654.5, 637 1877.5, 422 1875.5))","POLYGON ((6278946 1841436.99999983, 6278953.17300012 1842563.14399985, 6279780 1842558.99999987, 6279769 1841430.99999986, 6278946 1841436.99999983))","[[3.818153532299618, -0.08191320677312354, 0.0], [0.06622431003649577, 5.042245065951448, 0.0], [6277220.597988391, 1833142.6684976069, 1.0]]"
"https://drive.google.com/uc?export=view&id=14ZC0OBtrk75PFSEU2_oXOjw2SWCDB6h6
",gaslamp,"POLYGON ((483 1950, 481.5 1580.5, 665 1579.5, 668.5 1949, 483 1950))","POLYGON ((6281435 1838724.99999984, 6281433.0009999 1841407.99999986, 6281993.00000013 1841406.99999985, 6281990 1838723.99999983, 6281435 1838724.99999984))","[[3.021558709392996, 0.03393360598450397, 0.0], [-0.01908905170725711, 7.260934141954354, 0.0], [6280010.552175468, 1827232.7716161956, 1.0]]"
"https://drive.google.com/uc?export=view&id=14ovzd-93h0WYJKZ0yyo1O14P8N5yzK84
",east_village,"POLYGON ((128.5 1732.5, 128 1524.5, 605.5 1523.5, 605.5 1732, 128.5 1732.5))","POLYGON ((6282272 1839874.99999986, 6282274 1841025.99999984, 6284997.99899991 1841020.99999985, 6284995.00099991 1839861.99999983, 6282272 1839874.99999986))","[[5.706658692317881, -0.010144966075477858, 0.0], [0.005160345091410031, 5.5462456933795545, 0.0], [6281532.7179053575, 1831419.7406647403, 0.9999999999999996]]"
"https://drive.google.com/uc?export=view&id=14tuVLLM1NPGz3TeiYoM8GNJg5aetSylq
",cortez,"POLYGON ((270 1778.5, 266 1638.5, 648 1640.5, 649 1779.5, 270 1778.5))","POLYGON ((6280594 1842941.99999986, 6280598.99400006 1843695.21999986, 6282840 1843687.99999984, 6282836.99999987 1842925.99999983, 6280594 1842941.99999986))","[[5.892478682674381, -0.051997412985460206, 0.0], [-0.077145778200973, 5.431649464741576, 0.0], [6279149.131565036, 1834052.5859667384, 1.0000000000000007]]"
"https://drive.google.com/uc?export=view&id=15DJzhLMSWYnJW4mpPCAjoRB5jTPBp1qY
",columbia,"POLYGON ((422 1877.5, 421 1653.5, 636.5 1656.5, 635 1877.5, 422 1877.5))","POLYGON ((6278946 1841436.99999983, 6278953.17300012 1842563.14399985, 6279780 1842558.99999987, 6279769 1841430.99999986, 6278946 1841436.99999983))","[[3.8497380399358883, -0.05936584020374847, 0.0], [0.04495912744341769, 5.065170852511164, 0.0], [6277247.566419823, 1833082.560248883, 1.0000000000000002]]"
"https://drive.google.com/uc?export=view&id=15KR9PvnzMmBqK9EJM9XCX_ofRzauAM_c
",east_village,"POLYGON ((138.5 1720.5, 138 1514.5, 616.5 1513.5, 616.5 1721, 138.5 1720.5))","POLYGON ((6282272 1839874.99999986, 6282274 1841025.99999984, 6284997.99899991 1841020.99999985, 6284995.00099991 1839861.99999983, 6282272 1839874.99999986))","[[5.69472096590712, -0.01589812879498766, 0.0], [0.005234722888589664, 5.586472897346419, 0.0], [6281477.238165519, 1831416.5779538557, 0.9999999999999997]]"
"https://drive.google.com/uc?export=view&id=15hSm9tTuktVaMMGr9pT8BxW6vb_Fk7m4
",barrio_logan,"POLYGON ((199 1747.5, 517.5 1490, 627 1627, 234 1947, 199 1747.5))","POLYGON ((6284815.309510723 1836171.631447062, 6284995.965973556 1837498.1724291444, 6287564.770219132 1835343.8962258995, 6286846.508204222 1834458.5886133164, 6284815.309510723 1836171.631447062))","[[6.407700485713695, -0.0766749699089379, 0.0], [-0.08095443099958032, 6.606328049770446, 0.0], [6283666.456874543, 1824648.559992361, 1.0000000000000002]]"
"https://drive.google.com/uc?export=view&id=15hYO9r7sm1kzerSrhz-g9fc1wO5eZYHo
",barrio_logan,"POLYGON ((210 1762, 524 1505.5, 637.5 1643, 241 1960, 210 1762))","POLYGON ((6284815.309510723 1836171.631447062, 6284995.965973556 1837498.1724291444, 6287564.770219132 1835343.8962258995, 6286846.508204222 1834458.5886133164, 6284815.309510723 1836171.631447062))","[[6.409499272864458, -0.09482570759275617, 0.0], [-0.08107717696763575, 6.632243175266751, 0.0], [6283611.069268622, 1824514.592108311, 1.0000000000000004]]"
"https://drive.google.com/uc?export=view&id=15iDXSOmiEzCMZ2Rsd8I95KPm0cnlh1bh
",gaslamp,"POLYGON ((488 1940, 490.5 1571.5, 672 1573.5, 673.5 1940, 488 1940))","POLYGON ((6281435 1838724.99999984, 6281433.0009999 1841407.99999986, 6281993.00000013 1841406.99999985, 6281990 1838723.99999983, 6281435 1838724.99999984))","[[3.037902379948368, -0.04479603632990485, 0.0], [0.005521831995000393, 7.300564009943924, 0.0], [6279938.031249823, 1827270.4109544905, 1.0]]"
"https://drive.google.com/uc?export=view&id=15n8926qbueHx58Qenj93VlvSAmQND8vb
",east_village_south,"POLYGON ((156.5 1840.5, 154 1565.5, 620 1555.5, 620 1840, 156.5 1840.5))","POLYGON ((6282272.21743156 1837990.84746804, 6282272 1839874.99999986, 6284995.00099991 1839861.99999983, 6284987 1837946.99999986, 6282272.21743156 1837990.84746804))","[[5.850026559927913, 0.015632941872958068, 0.0], [-0.011533415362271697, 6.789176916506666, 0.0], [6281383.549193723, 1827368.5054484, 1.0]]"
"https://drive.google.com/uc?export=view&id=15t2vGr61LBNvX3-5fSPna4EsAP-C7JkN
",sherman_height,"POLYGON ((106.5 1914, 110 1564, 346 1570, 341.5 1918.5, 106.5 1914))","POLYGON ((6285842.880290225 1838320.4808238894, 6285858.862213641 1840242.7000765651, 6287154.647679806 1840266.7971412241, 6287147.123088554 1838309.2908856422, 6285842.880290225 1838320.4808238894))","[[5.518083357359808, -0.09659170414024754, 0.0], [0.096860545044808, 5.553129176014598, 0.0], [6285085.096732528, 1829635.1783557895, 1.0]]"
"https://drive.google.com/uc?export=view&id=15w6ItGIVfcYh2AvuJJGMjTxTeFeIk0wN
",marina,"POLYGON ((174 1807, 173.5 1740, 590.5 1533, 591.5 1810, 174 1807))","POLYGON ((6278929 1839874.99999984, 6278933 1840277.99999986, 6281151 1840266.99999984, 6281156.999 1838723.99999984, 6278929 1839874.99999984))","[[5.3185779884722395, -0.024668325640367746, 0.0], [-0.037490440321355005, 5.595082785842331, 0.0], [6278073.3857751135, 1830157.9024522484, 0.9999999999999999]]"
"https://drive.google.com/uc?export=view&id=15wGRdlmbi782SPsMS6mk8nWK7AZ4kiqG
",marina,"POLYGON ((175 1805, 175.5 1738.5, 591.5 1530.5, 591 1806.5, 175 1805))","POLYGON ((6278929 1839874.99999984, 6278933 1840277.99999986, 6281151 1840266.99999984, 6281156.999 1838723.99999984, 6278929 1839874.99999984))","[[5.3422767012277355, -0.0027166053371953185, 0.0], [-0.00589993926890775, 5.61630374518801, 0.0], [6278005.220837289, 1830126.2966591485, 1.0]]"
"https://drive.google.com/uc?export=view&id=166AZTAzTEvxVS1ygg77s-4GjsBn31Pst
",east_village_south,"POLYGON ((156.5 1849.5, 155 1575.5, 622 1567.5, 621 1850, 156.5 1849.5))","POLYGON ((6282272.21743156 1837990.84746804, 6282272 1839874.99999986, 6284995.00099991 1839861.99999983, 6284987 1837946.99999986, 6282272.21743156 1837990.84746804))","[[5.837673216798045, -0.0059885130398651945, 0.0], [0.009364118398758692, 6.82612977094269, 0.0], [6281346.870358958, 1827244.09091336, 1.0]]"
